image_name,image_name_copy,image_complexity
0_0,50,0.37721899151802063
0_1,48,0.48302772641181946
0_2,49,0.3110606372356415
0_3,0,0.46557891368865967
0_4,87,0.5494464635848999
0_5,61,0.2910245954990387
0_6,60,0.41027194261550903
0_7,0,0.4352644979953766
0_8,10,0.2939310073852539
0_9,40,0.5496058464050293
0_10,65,0.2842968702316284
0_11,15,0.5675141215324402
0_12,30,0.2469509392976761
0_13,6,0.3888266086578369
0_14,17,0.40917518734931946
0_15,41,0.4134465157985687
0_16,22,0.5884718894958496
0_17,36,0.5218008756637573
0_18,31,0.33526676893234253
0_19,37,0.5044082403182983
0_20,26,0.2697446644306183
0_21,7,0.33949244022369385
0_22,33,0.2947717010974884
0_23,9,0.4298444390296936
0_24,30,0.2991316616535187
0_25,12,0.38450008630752563
0_26,95,0.4767370820045471
0_27,60,0.3109545409679413
0_28,85,0.42751309275627136
0_29,2,0.4173165261745453
0_30,17,0.3067368268966675
0_31,95,0.4522927403450012
0_32,99,0.37233975529670715
0_33,11,0.6178357005119324
0_34,95,0.4712723195552826
0_35,68,0.3493790030479431
0_36,71,0.29513785243034363
0_37,14,0.4408949911594391
0_38,47,0.3322892487049103
0_39,12,0.5227077007293701
0_40,26,0.5786576271057129
0_41,54,0.3254375755786896
0_42,52,0.1845279335975647
0_43,51,0.36725375056266785
0_44,97,0.45236626267433167
0_45,13,0.4252040982246399
0_46,96,0.3399442732334137
0_47,17,0.4652750492095947
0_48,57,0.500529944896698
0_49,97,0.46023255586624146
0_50,90,0.3701438009738922
0_51,33,0.38475853204727173
0_52,67,0.2953745722770691
0_53,43,0.33851954340934753
0_54,65,0.2903622090816498
0_55,51,0.2728344798088074
0_56,77,0.5078096389770508
0_57,74,0.3547983169555664
0_58,83,0.37457090616226196
0_59,52,0.3885531425476074
0_60,10,0.3225274384021759
0_61,46,0.318218857049942
0_62,96,0.39562708139419556
0_63,17,0.42092519998550415
0_64,56,0.34828439354896545
0_65,41,0.5377923250198364
0_66,64,0.29029688239097595
0_67,22,0.5586066246032715
0_68,95,0.5267016291618347
0_69,61,0.4501240849494934
0_70,79,0.431127667427063
0_71,84,0.17856661975383759
0_72,55,0.4469113051891327
0_73,75,0.47195541858673096
0_74,73,0.24192576110363007
0_75,4,0.44987431168556213
0_76,13,0.4024352729320526
0_77,42,0.4623922109603882
0_78,92,0.40355727076530457
0_79,21,0.4871900677680969
0_80,52,0.5055901408195496
0_81,12,0.5564188361167908
0_82,66,0.4141976833343506
0_83,76,0.31491658091545105
0_84,81,0.4672064483165741
0_85,98,0.4380131661891937
0_86,1,0.33457517623901367
0_87,58,0.3208671808242798
0_88,0,0.5481868982315063
0_89,44,0.16741493344306946
0_90,90,0.6449189186096191
0_91,98,0.2561414837837219
0_92,90,0.2758975028991699
0_93,89,0.4204581081867218
0_94,28,0.3865535259246826
0_95,7,0.18106156587600708
0_96,5,0.35461002588272095
0_97,50,0.2697511315345764
0_98,25,0.23325717449188232
0_99,64,0.4980733394622803
0_100,5,0.3065963387489319
0_101,19,0.3149925172328949
0_102,44,0.48064282536506653
0_103,20,0.32933861017227173
0_104,73,0.2600756883621216
0_105,95,0.25071093440055847
0_106,38,0.6284750699996948
0_107,48,0.6340360641479492
0_108,9,0.3737458288669586
0_109,81,0.49363523721694946
0_110,25,0.3420863449573517
0_111,68,0.39471209049224854
0_112,27,0.3840976357460022
0_113,73,0.24067966639995575
0_114,92,0.48765093088150024
0_115,41,0.6221747398376465
0_116,51,0.3110947906970978
0_117,15,0.44898855686187744
0_118,95,0.393108606338501
0_119,88,0.4030170440673828
0_120,83,0.4780113697052002
0_121,31,0.3881761431694031
0_122,30,0.4888482093811035
0_123,69,0.3082435429096222
0_124,74,0.3495573103427887
0_125,15,0.42389100790023804
0_126,38,0.47685104608535767
1_0,17,0.4584645926952362
1_1,18,0.21291035413742065
1_2,65,0.27113017439842224
1_3,51,0.41253846883773804
1_4,52,0.4745321273803711
1_5,69,0.257138729095459
1_6,32,0.19256867468357086
1_7,14,0.41059520840644836
1_8,8,0.5269618034362793
1_9,5,0.4596494734287262
1_10,24,0.4598757028579712
1_11,26,0.4518621563911438
1_12,94,0.17917752265930176
1_13,26,0.5944216251373291
1_14,36,0.30652621388435364
1_15,2,0.45497310161590576
1_16,36,0.3216761648654938
1_17,59,0.3768236041069031
1_18,41,0.4840775430202484
1_19,62,0.3161005973815918
1_20,33,0.41299474239349365
1_21,55,0.40057986974716187
1_22,12,0.6105725169181824
1_23,57,0.44097664952278137
1_24,33,0.19815829396247864
1_25,13,0.5301295518875122
1_26,76,0.3523626923561096
1_27,6,0.5106368064880371
1_28,78,0.40894415974617004
1_29,69,0.2753930687904358
1_30,50,0.34966936707496643
1_31,41,0.41915494203567505
1_32,97,0.39070677757263184
1_33,96,0.2959677278995514
1_34,64,0.485099732875824
1_35,17,0.35521307587623596
1_36,3,0.19976019859313965
1_37,14,0.48348483443260193
1_38,25,0.4337921142578125
1_39,53,0.49458572268486023
1_40,43,0.41821739077568054
1_41,0,0.5036079287528992
1_42,84,0.39517343044281006
1_43,52,0.4624482989311218
1_44,49,0.35712677240371704
1_45,77,0.3357434570789337
1_46,23,0.366016685962677
1_47,13,0.4424022138118744
1_48,96,0.417652428150177
1_49,11,0.530267059803009
1_50,92,0.1735442876815796
1_51,6,0.40571531653404236
1_52,69,0.5365718007087708
