image_name,image_name_copy,image_complexity
0_0,61,0.2669013738632202
0_1,77,0.24896378815174103
0_2,94,0.456709086894989
0_3,41,0.46902287006378174
0_4,86,0.46965429186820984
0_5,7,0.4927976131439209
0_6,63,0.5025824308395386
0_7,10,0.4585932493209839
0_8,94,0.5929355621337891
0_9,88,0.6442278027534485
0_10,65,0.49245429039001465
0_11,19,0.40772104263305664
0_12,59,0.2659164369106293
0_13,73,0.15847410261631012
0_14,19,0.3753187656402588
0_15,27,0.4827367663383484
0_16,90,0.19632558524608612
0_17,79,0.3134559988975525
0_18,45,0.5689306259155273
0_19,20,0.6072067022323608
0_20,74,0.29082268476486206
0_21,90,0.4438294470310211
0_22,48,0.7007593512535095
0_23,67,0.2876317501068115
0_24,98,0.380354642868042
0_25,10,0.38311392068862915
0_26,28,0.3605087995529175
0_27,76,0.39650291204452515
0_28,82,0.5131067037582397
0_29,17,0.5309399366378784
0_30,72,0.30938026309013367
0_31,63,0.44807490706443787
0_32,94,0.2765427529811859
0_33,55,0.31046056747436523
0_34,88,0.43407517671585083
0_35,5,0.5128209590911865
0_36,49,0.25419825315475464
0_37,11,0.3907543122768402
0_38,51,0.6766499280929565
0_39,26,0.3054422438144684
0_40,97,0.3243875503540039
0_41,43,0.4659864902496338
0_42,63,0.28973597288131714
0_43,35,0.37974727153778076
0_44,19,0.34838685393333435
0_45,95,0.5700597167015076
0_46,40,0.33195117115974426
0_47,59,0.3862692713737488
0_48,70,0.34452688694000244
0_49,17,0.3350795805454254
0_50,88,0.4744727611541748
0_51,66,0.15164369344711304
0_52,68,0.22161421179771423
0_53,54,0.4010639786720276
0_54,55,0.3098475933074951
0_55,18,0.7633928656578064
0_56,27,0.49919354915618896
0_57,73,0.5139317512512207
0_58,93,0.37703418731689453
0_59,99,0.2552817165851593
0_60,13,0.5255848169326782
0_61,16,0.3064100444316864
0_62,31,0.5806650519371033
0_63,50,0.3421815037727356
0_64,34,0.4651655852794647
0_65,32,0.46355462074279785
0_66,28,0.3598049283027649
0_67,97,0.5927979946136475
0_68,27,0.37997350096702576
0_69,81,0.5399066805839539
0_70,24,0.6188511848449707
0_71,25,0.4355168342590332
0_72,57,0.5574858784675598
0_73,57,0.4752888083457947
0_74,23,0.2922082245349884
0_75,52,0.35280704498291016
0_76,29,0.5517441034317017
0_77,37,0.44785916805267334
0_78,82,0.4038692116737366
0_79,29,0.5907531976699829
0_80,33,0.5045117735862732
0_81,86,0.5328770875930786
0_82,91,0.2879894971847534
0_83,83,0.36562877893447876
0_84,54,0.248808816075325
0_85,82,0.3626534342765808
0_86,2,0.615912914276123
0_87,79,0.23163680732250214
0_88,39,0.354729562997818
0_89,87,0.4665440320968628
0_90,72,0.4800030589103699
0_91,40,0.500430166721344
0_92,68,0.22888092696666718
0_93,47,0.37280839681625366
0_94,33,0.32046961784362793
0_95,77,0.38571077585220337
0_96,14,0.5841675996780396
0_97,60,0.22985538840293884
0_98,0,0.3795147240161896
0_99,29,0.4547063708305359
0_100,16,0.3099721372127533
0_101,51,0.3756648302078247
0_102,27,0.3928098976612091
0_103,83,0.4077162444591522
0_104,92,0.5920965671539307
0_105,99,0.2876826524734497
0_106,60,0.3953481614589691
0_107,62,0.32831254601478577
0_108,2,0.3181912899017334
0_109,14,0.41669392585754395
0_110,85,0.5928434133529663
0_111,96,0.29069870710372925
0_112,5,0.4915010929107666
0_113,76,0.35214900970458984
0_114,50,0.19963419437408447
0_115,2,0.5272833108901978
0_116,38,0.2872104048728943
0_117,11,0.3826632797718048
0_118,65,0.2953389585018158
0_119,40,0.5615014433860779
0_120,65,0.4490995407104492
0_121,35,0.4602660536766052
0_122,45,0.5163516402244568
0_123,6,0.38754451274871826
0_124,29,0.5968057513237
0_125,49,0.2556731402873993
0_126,96,0.411350280046463
1_0,92,0.27360033988952637
1_1,30,0.2972937524318695
1_2,73,0.29685893654823303
1_3,31,0.45382025837898254
1_4,29,0.5635101199150085
1_5,11,0.397771954536438
1_6,62,0.33640724420547485
1_7,83,0.3516696095466614
1_8,65,0.38797497749328613
1_9,59,0.42109358310699463
1_10,3,0.3523835241794586
1_11,56,0.43289005756378174
1_12,40,0.3292304277420044
1_13,1,0.5395559668540955
1_14,43,0.2887645363807678
1_15,7,0.2943146824836731
1_16,79,0.4517764449119568
1_17,91,0.5033025741577148
1_18,46,0.44337835907936096
1_19,22,0.4051032066345215
1_20,93,0.4394772946834564
1_21,44,0.2653774917125702
1_22,86,0.6071613430976868
1_23,26,0.29230087995529175
1_24,26,0.45035770535469055
1_25,52,0.42582768201828003
1_26,31,0.36757326126098633
1_27,75,0.5210002660751343
1_28,96,0.2414717823266983
1_29,61,0.4471919536590576
1_30,66,0.510491132736206
1_31,14,0.3969029188156128
1_32,10,0.5180583596229553
1_33,90,0.3796806037425995
1_34,56,0.4437062740325928
1_35,37,0.6130782961845398
1_36,61,0.5311976075172424
1_37,19,0.332550585269928
1_38,57,0.4387749135494232
1_39,76,0.25132492184638977
1_40,57,0.4400789141654968
1_41,69,0.37226781249046326
1_42,47,0.36075302958488464
1_43,47,0.37904492020606995
1_44,61,0.5285438299179077
1_45,82,0.3941740095615387
1_46,99,0.2724360227584839
1_47,19,0.3742925822734833
1_48,17,0.42638111114501953
1_49,66,0.46355438232421875
1_50,78,0.43519869446754456
1_51,24,0.48833173513412476
1_52,70,0.27863314747810364
1_53,71,0.20349332690238953
1_54,82,0.47263020277023315
1_55,24,0.5311034917831421
1_56,81,0.4773462414741516
1_57,81,0.5465996265411377
1_58,65,0.3264344036579132
1_59,13,0.36953824758529663
1_60,65,0.20466500520706177
1_61,48,0.4047689437866211
1_62,97,0.374615877866745
1_63,69,0.29434674978256226
1_64,33,0.37120291590690613
1_65,71,0.25780928134918213
1_66,27,0.32767540216445923
1_67,11,0.5694593191146851
1_68,0,0.47885969281196594
1_69,40,0.297842413187027
1_70,49,0.33685192465782166
1_71,73,0.09930957853794098
1_72,92,0.5772942304611206
1_73,4,0.41212597489356995
1_74,33,0.23208867013454437
1_75,70,0.2139049470424652
1_76,4,0.4981141686439514
1_77,37,0.46506786346435547
1_78,78,0.41787436604499817
1_79,79,0.15539248287677765
1_80,57,0.3911413550376892
1_81,14,0.34010136127471924
1_82,20,0.3620689809322357
1_83,71,0.12061667442321777
1_84,48,0.7420989274978638
1_85,9,0.264721542596817
1_86,79,0.34879255294799805
1_87,64,0.3331223130226135
1_88,93,0.43661800026893616
1_89,57,0.2836776077747345
1_90,74,0.3432568311691284
1_91,93,0.1662544310092926
1_92,11,0.3361113667488098
1_93,38,0.38501444458961487
1_94,62,0.3977183699607849
1_95,46,0.41639721393585205
1_96,74,0.41358819603919983
1_97,24,0.37842750549316406
1_98,0,0.4081178307533264
1_99,34,0.4737914800643921
1_100,38,0.41232532262802124
1_101,98,0.2939222753047943
1_102,60,0.2513774633407593
1_103,86,0.6279324889183044
1_104,14,0.8083555102348328
1_105,44,0.270117849111557
1_106,76,0.37450894713401794
1_107,61,0.40483152866363525
1_108,30,0.3038465678691864
1_109,86,0.4870012700557709
1_110,44,0.4312266707420349
1_111,6,0.2817237377166748
1_112,66,0.3534890413284302
1_113,61,0.34072956442832947
1_114,13,0.5229538679122925
1_115,7,0.38509494066238403
1_116,76,0.18844501674175262
1_117,6,0.4291313588619232
1_118,9,0.7690001130104065
1_119,85,0.6097588539123535
1_120,77,0.48184734582901
1_121,70,0.3540641665458679
1_122,44,0.3936484158039093
1_123,16,0.3712296783924103
1_124,37,0.30957335233688354
1_125,16,0.560208797454834
1_126,93,0.19620999693870544
2_0,37,0.5561131834983826
2_1,7,0.3874494433403015
2_2,71,0.23439505696296692
2_3,42,0.3784327507019043
2_4,44,0.4112008213996887
2_5,10,0.6960299015045166
2_6,27,0.4042039215564728
2_7,14,0.33931735157966614
2_8,29,0.4507003128528595
2_9,37,0.5051159262657166
2_10,50,0.31880733370780945
2_11,97,0.3895034193992615
2_12,81,0.46291443705558777
2_13,20,0.6457602381706238
2_14,99,0.22945137321949005
2_15,21,0.3290070593357086
2_16,62,0.38806843757629395
2_17,99,0.33344951272010803
2_18,65,0.3444645404815674
2_19,13,0.36262667179107666
2_20,13,0.4774695038795471
2_21,79,0.34392499923706055
2_22,16,0.2937624156475067
