image_name,image_name_copy,image_complexity
0_0,64,0.5499030351638794
0_1,79,0.31835606694221497
0_2,35,0.3083113729953766
0_3,90,0.4141845703125
0_4,21,0.3984907567501068
0_5,80,0.3404872715473175
0_6,60,0.25496822595596313
0_7,94,0.2771886885166168
0_8,7,0.5468294620513916
0_9,8,0.470394492149353
0_10,28,0.33165520429611206
0_11,41,0.6967949867248535
0_12,11,0.43799152970314026
0_13,39,0.5229932069778442
0_14,0,0.289119154214859
0_15,0,0.49960097670555115
0_16,25,0.4189703166484833
0_17,66,0.4518151879310608
0_18,57,0.45546576380729675
0_19,0,0.46474796533584595
0_20,92,0.36790093779563904
0_21,92,0.5007779002189636
0_22,59,0.44972851872444153
0_23,27,0.3643844425678253
0_24,95,0.3060140609741211
0_25,74,0.2710949778556824
0_26,60,0.3366696238517761
0_27,66,0.31130751967430115
0_28,70,0.3259279727935791
0_29,43,0.4064967930316925
0_30,93,0.4242251515388489
0_31,10,0.46221011877059937
0_32,0,0.28575342893600464
0_33,58,0.362834632396698
0_34,37,0.514755368232727
0_35,35,0.5340724587440491
0_36,15,0.473400741815567
0_37,52,0.3323829174041748
0_38,25,0.34486061334609985
0_39,68,0.33164092898368835
0_40,36,0.6117309927940369
0_41,76,0.41217637062072754
0_42,6,0.4630415141582489
0_43,67,0.36571967601776123
0_44,44,0.37336868047714233
0_45,4,0.3824264407157898
0_46,97,0.2612351179122925
0_47,52,0.49216559529304504
0_48,72,0.3371860682964325
0_49,81,0.34948620200157166
0_50,29,0.5414623618125916
0_51,57,0.29989975690841675
0_52,46,0.5251877307891846
0_53,36,0.3049498200416565
0_54,80,0.35459908843040466
0_55,42,0.5385143756866455
0_56,85,0.2945905923843384
0_57,37,0.26254138350486755
0_58,97,0.3939870595932007
0_59,98,0.5565847158432007
0_60,26,0.36708274483680725
0_61,96,0.3295280635356903
0_62,58,0.6656559109687805
0_63,60,0.3293839693069458
0_64,43,0.3755873739719391
0_65,7,0.5750908255577087
0_66,26,0.5932298302650452
0_67,29,0.6895469427108765
0_68,2,0.4678684175014496
0_69,37,0.42366623878479004
0_70,35,0.37623995542526245
0_71,63,0.33673951029777527
0_72,36,0.2944405972957611
0_73,93,0.29827880859375
0_74,97,0.37286216020584106
0_75,43,0.35838043689727783
0_76,34,0.4796181917190552
0_77,92,0.3687151074409485
0_78,12,0.2788996398448944
0_79,76,0.3383292257785797
0_80,6,0.3871667981147766
