image_name,image_name_copy,image_complexity
0_0,88,0.308004230260849
0_1,65,0.2533947825431824
0_2,28,0.2659742534160614
0_3,84,0.4659650921821594
0_4,59,0.2052217423915863
0_5,85,0.44946759939193726
0_6,65,0.32483819127082825
0_7,97,0.2793146073818207
0_8,14,0.4132775664329529
0_9,33,0.46145156025886536
0_10,13,0.4958641827106476
0_11,74,0.6152719259262085
0_12,95,0.42549967765808105
0_13,88,0.5325751304626465
0_14,73,0.27395951747894287
0_15,34,0.4035841226577759
0_16,23,0.2607109844684601
0_17,17,0.32987314462661743
0_18,15,0.3144424259662628
0_19,14,0.4977551996707916
0_20,39,0.4214724898338318
0_21,26,0.3224928379058838
0_22,1,0.3111811578273773
0_23,52,0.3561515808105469
0_24,45,0.3116411566734314
0_25,37,0.404535710811615
0_26,96,0.528143048286438
0_27,82,0.16897976398468018
0_28,81,0.28398948907852173
0_29,27,0.339386522769928
0_30,8,0.43061363697052
0_31,47,0.5003315210342407
0_32,81,0.5045710802078247
0_33,41,0.6289769411087036
0_34,9,0.3689366579055786
0_35,85,0.5573569536209106
0_36,49,0.4717600643634796
0_37,21,0.5764260292053223
0_38,40,0.497895747423172
0_39,1,0.34431764483451843
0_40,96,0.3205261528491974
0_41,85,0.4893130660057068
0_42,65,0.3507607877254486
0_43,34,0.4673751890659332
0_44,30,0.22833524644374847
0_45,70,0.3451679050922394
0_46,90,0.5342991948127747
0_47,43,0.2655544877052307
0_48,96,0.3727244436740875
0_49,20,0.4111771285533905
0_50,76,0.16363677382469177
0_51,50,0.37350258231163025
0_52,87,0.25777286291122437
0_53,39,0.5195878148078918
0_54,4,0.31414201855659485
0_55,1,0.22137027978897095
0_56,74,0.463200181722641
0_57,26,0.48332178592681885
0_58,44,0.3404092490673065
0_59,22,0.5673507452011108
0_60,0,0.5483461022377014
0_61,49,0.27008727192878723
0_62,32,0.35014572739601135
0_63,43,0.2710718512535095
0_64,72,0.4046003222465515
0_65,25,0.47357848286628723
0_66,39,0.4564915895462036
0_67,17,0.35940754413604736
