image_name,image_name_copy,image_complexity
0_0,60,0.3410234749317169
0_1,29,0.47566691040992737
0_2,92,0.32817038893699646
0_3,93,0.33424854278564453
0_4,30,0.1956450343132019
0_5,55,0.47480934858322144
0_6,56,0.27394235134124756
0_7,38,0.37145859003067017
0_8,96,0.356938898563385
0_9,9,0.4744604825973511
0_10,73,0.21553808450698853
0_11,17,0.37260815501213074
0_12,82,0.5443624258041382
0_13,8,0.4192335605621338
0_14,68,0.29967182874679565
0_15,0,0.47801366448402405
0_16,29,0.2817688584327698
0_17,4,0.5806124210357666
0_18,29,0.402967631816864
0_19,26,0.26594969630241394
0_20,0,0.3104496896266937
0_21,97,0.37818631529808044
0_22,90,0.41945523023605347
0_23,29,0.5681635141372681
0_24,43,0.2822951376438141
0_25,49,0.34299924969673157
0_26,79,0.21700197458267212
0_27,66,0.39805877208709717
0_28,64,0.28674352169036865
0_29,40,0.41738033294677734
0_30,80,0.24710819125175476
0_31,54,0.4865187108516693
0_32,93,0.3005140423774719
0_33,54,0.3603713810443878
0_34,18,0.4427770972251892
0_35,49,0.3962652087211609
0_36,82,0.5449956059455872
0_37,6,0.3694331645965576
0_38,6,0.45637303590774536
0_39,48,0.35394152998924255
0_40,14,0.5874883532524109
0_41,2,0.25630125403404236
0_42,22,0.514409065246582
0_43,45,0.5127487778663635
0_44,70,0.3704313337802887
0_45,4,0.2318979948759079
0_46,17,0.23657859861850739
0_47,12,0.4254956543445587
0_48,5,0.4181084632873535
0_49,14,0.44083425402641296
0_50,38,0.498677521944046
0_51,25,0.4889611601829529
0_52,64,0.31936466693878174
0_53,80,0.30957725644111633
0_54,79,0.3590937852859497
0_55,3,0.46309107542037964
0_56,14,0.2723906934261322
0_57,45,0.42375943064689636
0_58,16,0.5038611888885498
0_59,51,0.4579600393772125
0_60,87,0.5661917924880981
0_61,17,0.3524295687675476
0_62,70,0.3123157024383545
0_63,92,0.4360622763633728
0_64,74,0.37847018241882324
0_65,13,0.5039539933204651
0_66,15,0.45482301712036133
0_67,16,0.3597103953361511
0_68,14,0.5808274149894714
0_69,7,0.3559716045856476
0_70,86,0.5695322751998901
0_71,66,0.38921526074409485
0_72,53,0.5829815864562988
0_73,93,0.4730361998081207
0_74,90,0.43452730774879456
0_75,25,0.4277913272380829
0_76,89,0.583996593952179
0_77,26,0.5528636574745178
0_78,74,0.45249858498573303
0_79,40,0.2681228220462799
0_80,69,0.40685132145881653
0_81,50,0.4489220082759857
0_82,11,0.48618754744529724
0_83,38,0.4285002052783966
0_84,6,0.5019902586936951
0_85,23,0.2550446093082428
0_86,43,0.5271822810173035
0_87,53,0.4717147946357727
0_88,5,0.6198955774307251
0_89,35,0.49852755665779114
0_90,13,0.5382964611053467
