image_name,image_name_copy,image_complexity
0_0,99,0.25021135807037354
0_1,95,0.2823580503463745
0_2,43,0.32201725244522095
0_3,52,0.4833623170852661
0_4,6,0.36433103680610657
0_5,42,0.19616922736167908
0_6,40,0.4874696135520935
0_7,79,0.30581027269363403
0_8,6,0.374856173992157
0_9,39,0.3757135272026062
0_10,10,0.4641699194908142
0_11,83,0.21549436450004578
0_12,36,0.268919438123703
0_13,92,0.4073047637939453
0_14,67,0.1468353420495987
0_15,83,0.2854476571083069
0_16,50,0.47387808561325073
0_17,86,0.6702418327331543
0_18,21,0.3946337103843689
0_19,82,0.38209643959999084
0_20,21,0.436582088470459
0_21,91,0.46442294120788574
0_22,47,0.5450007915496826
0_23,30,0.32152897119522095
0_24,27,0.22630074620246887
0_25,66,0.6126270294189453
0_26,24,0.33023905754089355
0_27,37,0.41629913449287415
0_28,88,0.19906401634216309
0_29,94,0.6104689836502075
0_30,81,0.5378844141960144
0_31,34,0.36968258023262024
0_32,85,0.45156461000442505
0_33,16,0.44615820050239563
0_34,73,0.3974379897117615
0_35,90,0.46385204792022705
0_36,38,0.42519643902778625
0_37,64,0.4743613302707672
0_38,15,0.37643197178840637
0_39,25,0.37960201501846313
0_40,15,0.3009684383869171
0_41,37,0.40968775749206543
0_42,24,0.404165118932724
0_43,2,0.51725834608078
0_44,83,0.4705743193626404
0_45,74,0.4375242590904236
0_46,22,0.4374706745147705
0_47,79,0.19998732209205627
0_48,43,0.31843921542167664
0_49,51,0.46030235290527344
0_50,8,0.6223107576370239
0_51,34,0.4149218499660492
0_52,10,0.5462936758995056
0_53,7,0.257371723651886
0_54,67,0.5046951174736023
0_55,77,0.36319851875305176
0_56,15,0.2846980392932892
0_57,88,0.4707236588001251
0_58,90,0.5098792314529419
0_59,79,0.4310869574546814
0_60,2,0.45013323426246643
0_61,0,0.5767331123352051
0_62,43,0.455777645111084
0_63,55,0.30136680603027344
0_64,3,0.4193326234817505
0_65,59,0.4355880618095398
0_66,36,0.5706361532211304
0_67,62,0.2764407992362976
0_68,58,0.45407718420028687
0_69,9,0.33393484354019165
0_70,35,0.19164417684078217
0_71,29,0.5167202949523926
0_72,85,0.3953283131122589
0_73,84,0.40796804428100586
0_74,45,0.08119723945856094
0_75,72,0.38072502613067627
0_76,76,0.2653830945491791
0_77,42,0.2578198313713074
0_78,99,0.49425849318504333
0_79,44,0.4333832263946533
0_80,51,0.5210169553756714
0_81,53,0.244656041264534
0_82,26,0.33689287304878235
0_83,72,0.37506812810897827
0_84,21,0.4810733497142792
0_85,14,0.3118482232093811
0_86,60,0.25696882605552673
0_87,87,0.37743809819221497
0_88,73,0.21044296026229858
0_89,77,0.33516383171081543
0_90,79,0.38853007555007935
0_91,36,0.3298652172088623
0_92,56,0.37805598974227905
0_93,45,0.31307747960090637
0_94,87,0.31046146154403687
0_95,16,0.3925960659980774
0_96,31,0.34497737884521484
0_97,60,0.2332126945257187
0_98,3,0.45846253633499146
0_99,51,0.5238030552864075
0_100,83,0.454731822013855
0_101,38,0.4117172658443451
0_102,46,0.4045878052711487
