image_name,image_name_copy,image_complexity
0_0,82,0.41902369260787964
0_1,67,0.4218524098396301
0_2,4,0.3079029321670532
0_3,45,0.39398255944252014
0_4,6,0.37735891342163086
0_5,50,0.3289984464645386
0_6,98,0.36403340101242065
0_7,19,0.3809363842010498
0_8,98,0.2970646321773529
0_9,64,0.3939346969127655
0_10,98,0.3354146182537079
0_11,61,0.3414417803287506
0_12,2,0.46457546949386597
0_13,1,0.35457175970077515
0_14,37,0.4343551993370056
0_15,54,0.28466591238975525
0_16,76,0.3642202317714691
0_17,65,0.2420966625213623
0_18,22,0.30075034499168396
0_19,33,0.3913273513317108
0_20,10,0.5715761780738831
0_21,53,0.2634814977645874
0_22,47,0.323371559381485
0_23,5,0.2521691918373108
0_24,38,0.28668221831321716
0_25,66,0.2609957158565521
0_26,7,0.32613831758499146
0_27,94,0.4302741587162018
0_28,99,0.18646086752414703
0_29,17,0.4053582549095154
0_30,84,0.3697277009487152
0_31,95,0.31530195474624634
0_32,99,0.214293971657753
0_33,13,0.43741104006767273
0_34,31,0.3752211332321167
0_35,44,0.2108696848154068
0_36,77,0.28612014651298523
0_37,11,0.5806495547294617
0_38,57,0.42749613523483276
0_39,87,0.5180006623268127
0_40,75,0.41900426149368286
0_41,78,0.4038180410861969
0_42,30,0.2679959833621979
0_43,3,0.5268203020095825
0_44,80,0.2651578187942505
0_45,43,0.43684375286102295
0_46,68,0.3966303765773773
0_47,73,0.279422402381897
0_48,63,0.32779356837272644
0_49,56,0.5617321729660034
0_50,84,0.5168864727020264
0_51,1,0.18936191499233246
0_52,30,0.2917211949825287
0_53,9,0.638180136680603
0_54,34,0.450051873922348
0_55,63,0.18288788199424744
0_56,66,0.5454427599906921
0_57,28,0.39175304770469666
0_58,88,0.3260401487350464
0_59,39,0.5996263027191162
0_60,48,0.794959306716919
0_61,98,0.47200214862823486
0_62,55,0.4814530611038208
0_63,37,0.39255034923553467
0_64,18,0.4184470772743225
0_65,66,0.491372287273407
0_66,53,0.33833765983581543
0_67,24,0.40102776885032654
0_68,5,0.3634611964225769
0_69,60,0.2954596281051636
0_70,49,0.290155291557312
0_71,91,0.3058129549026489
0_72,3,0.3487406373023987
0_73,3,0.41040587425231934
0_74,35,0.47058433294296265
0_75,53,0.32336094975471497
0_76,37,0.5241775512695312
0_77,14,0.38458123803138733
0_78,49,0.34642013907432556
0_79,34,0.3426177203655243
0_80,46,0.5209929347038269
0_81,51,0.3733839988708496
0_82,37,0.42285406589508057
0_83,9,0.35915687680244446
0_84,94,0.26321765780448914
0_85,78,0.523060142993927
0_86,36,0.5072684288024902
0_87,30,0.3423045873641968
0_88,22,0.38021931052207947
0_89,29,0.5785526633262634
0_90,40,0.3976949453353882
0_91,89,0.4444526433944702
0_92,73,0.27726244926452637
0_93,17,0.40250882506370544
0_94,56,0.6659965515136719
0_95,43,0.5537534952163696
0_96,45,0.4750823676586151
0_97,31,0.5463844537734985
0_98,53,0.23735305666923523
0_99,15,0.3630332350730896
0_100,40,0.43455764651298523
0_101,86,0.5222371220588684
0_102,34,0.4398459196090698
0_103,44,0.35897111892700195
0_104,85,0.3988717496395111
0_105,33,0.4578757584095001
0_106,6,0.3804851472377777
0_107,46,0.34362658858299255
0_108,50,0.47899624705314636
0_109,18,0.3335280120372772
0_110,77,0.29505783319473267
0_111,74,0.2778581976890564
0_112,26,0.49983540177345276
0_113,87,0.47526705265045166
0_114,37,0.495878666639328
0_115,90,0.4662822484970093
0_116,86,0.43426114320755005
0_117,28,0.4634130895137787
0_118,79,0.35004228353500366
0_119,37,0.5952289700508118
0_120,48,0.5811857581138611
0_121,42,0.27875906229019165
0_122,4,0.41167229413986206
0_123,9,0.5616880655288696
0_124,0,0.5506085157394409
0_125,66,0.4147881865501404
0_126,4,0.36685195565223694
1_0,39,0.27281296253204346
1_1,0,0.3321359157562256
1_2,63,0.3581213653087616
1_3,21,0.4643988311290741
1_4,14,0.38151031732559204
1_5,59,0.36812400817871094
1_6,43,0.37941592931747437
1_7,21,0.3146023750305176
1_8,36,0.41048598289489746
1_9,52,0.43038952350616455
1_10,40,0.37224042415618896
1_11,80,0.488092303276062
1_12,94,0.3108178973197937
1_13,39,0.35555365681648254
1_14,21,0.511948823928833
1_15,53,0.3082185983657837
1_16,22,0.6069616079330444
1_17,24,0.567955493927002
1_18,14,0.4780140519142151
1_19,48,0.40071049332618713
1_20,13,0.6698362231254578
1_21,52,0.40388619899749756
1_22,87,0.48340246081352234
1_23,18,0.19538377225399017
1_24,61,0.4434778094291687
1_25,52,0.3663082420825958
1_26,32,0.39751946926116943
1_27,15,0.4070224463939667
1_28,18,0.4477901756763458
1_29,59,0.33592456579208374
1_30,18,0.35463082790374756
1_31,14,0.3874737322330475
1_32,20,0.5833069086074829
1_33,88,0.3103365898132324
1_34,35,0.5178960561752319
1_35,43,0.3283608853816986
1_36,27,0.2553284764289856
1_37,36,0.34649035334587097
1_38,70,0.3300166726112366
1_39,97,0.32786035537719727
1_40,99,0.2548232078552246
1_41,86,0.6623357534408569
1_42,61,0.2407081425189972
1_43,4,0.23893862962722778
1_44,55,0.3578249216079712
1_45,18,0.3273898661136627
1_46,10,0.5471994280815125
1_47,61,0.38308894634246826
1_48,2,0.3655385971069336
1_49,22,0.42457467317581177
1_50,36,0.5190137624740601
1_51,72,0.5154528617858887
1_52,72,0.33362138271331787
1_53,6,0.34150031208992004
1_54,37,0.39108046889305115
1_55,7,0.39334988594055176
1_56,59,0.347933292388916
1_57,57,0.44054096937179565
1_58,89,0.4292928874492645
1_59,10,0.3759602904319763
1_60,6,0.33812829852104187
1_61,42,0.3830215632915497
1_62,10,0.35962891578674316
1_63,9,0.6326777935028076
1_64,56,0.46919265389442444
1_65,38,0.33162838220596313
1_66,89,0.47491616010665894
1_67,12,0.4246785640716553
1_68,84,0.36029931902885437
1_69,54,0.4199410378932953
1_70,5,0.3183373808860779
1_71,37,0.3488403260707855
1_72,58,0.5081042647361755
1_73,44,0.47744354605674744
1_74,91,0.19772399961948395
1_75,91,0.28937605023384094
1_76,69,0.3061678409576416
1_77,10,0.36781367659568787
1_78,64,0.2513725757598877
1_79,95,0.43862390518188477
1_80,59,0.315608412027359
1_81,50,0.42221224308013916
1_82,88,0.39216506481170654
1_83,3,0.4121786057949066
1_84,22,0.6916202306747437
1_85,15,0.3302904963493347
1_86,90,0.5326614379882812
1_87,20,0.3574950397014618
1_88,97,0.5185238122940063
1_89,91,0.3128448724746704
1_90,86,0.5106911063194275
1_91,55,0.3543579876422882
1_92,92,0.4057222306728363
1_93,4,0.3035593628883362
1_94,38,0.2623690366744995
1_95,84,0.4403451979160309
1_96,34,0.4250197410583496
1_97,46,0.39223799109458923
1_98,30,0.3269062340259552
1_99,33,0.26164549589157104
1_100,85,0.33814501762390137
1_101,74,0.3202558159828186
1_102,41,0.6072093844413757
1_103,44,0.36075663566589355
1_104,71,0.23391619324684143
1_105,8,0.25449851155281067
1_106,86,0.4528268277645111
1_107,29,0.44076016545295715
1_108,48,0.7078343033790588
1_109,22,0.6156848669052124
1_110,94,0.3691067099571228
1_111,67,0.2507781982421875
1_112,52,0.3195383548736572
1_113,98,0.44296276569366455
1_114,11,0.34203535318374634
1_115,4,0.43108534812927246
1_116,57,0.3984878659248352
1_117,26,0.6267966032028198
1_118,32,0.3393159508705139
1_119,56,0.2881098687648773
1_120,18,0.28021612763404846
1_121,97,0.4329337477684021
1_122,45,0.4269716739654541
1_123,94,0.3418118357658386
1_124,22,0.4190690815448761
1_125,26,0.34835341572761536
1_126,78,0.28509989380836487
2_0,22,0.43357110023498535
2_1,51,0.4683036506175995
2_2,73,0.24516981840133667
2_3,81,0.42730024456977844
2_4,14,0.3335118293762207
2_5,4,0.3881339132785797
2_6,41,0.26334089040756226
2_7,29,0.3964936435222626
2_8,71,0.35156744718551636
2_9,18,0.3611184358596802
2_10,15,0.35079705715179443
2_11,99,0.2912960648536682
2_12,35,0.4178199768066406
2_13,39,0.3506065309047699
2_14,85,0.5440266132354736
2_15,67,0.22171717882156372
2_16,67,0.2426138073205948
2_17,42,0.41376110911369324
2_18,43,0.30923283100128174
2_19,38,0.46229487657546997
2_20,47,0.31142616271972656
2_21,34,0.46015799045562744
2_22,32,0.29425135254859924
2_23,81,0.40379583835601807
2_24,64,0.5087672472000122
2_25,70,0.6152276396751404
2_26,76,0.39439651370048523
2_27,85,0.32034486532211304
2_28,83,0.41994693875312805
2_29,44,0.22904203832149506
2_30,20,0.46729397773742676
2_31,3,0.6014359593391418
2_32,36,0.31924834847450256
2_33,52,0.5885822176933289
2_34,58,0.46692419052124023
2_35,71,0.38040316104888916
2_36,75,0.43493741750717163
2_37,24,0.4999018907546997
2_38,19,0.4320507347583771
2_39,30,0.2586858868598938
2_40,20,0.8137964010238647
2_41,28,0.3026895523071289
2_42,81,0.4000318944454193
2_43,52,0.40025264024734497
2_44,2,0.47572964429855347
2_45,7,0.5159273147583008
2_46,44,0.2428334504365921
2_47,78,0.3277953565120697
2_48,71,0.3995312750339508
2_49,43,0.3436933755874634
2_50,46,0.39690595865249634
2_51,62,0.5514897704124451
2_52,16,0.46198421716690063
2_53,31,0.40818673372268677
2_54,70,0.3920688331127167
2_55,43,0.3319161534309387
2_56,64,0.2673657536506653
2_57,46,0.42939209938049316
2_58,16,0.3906572461128235
2_59,5,0.3400098383426666
2_60,48,0.544692873954773
2_61,37,0.35061174631118774
2_62,14,0.48870953917503357
2_63,86,0.6477565765380859
2_64,95,0.47522488236427307
2_65,18,0.259722501039505
2_66,72,0.21872785687446594
2_67,54,0.27114996314048767
2_68,63,0.25775864720344543
2_69,99,0.1992858350276947
2_70,13,0.312052845954895
2_71,87,0.3765811324119568
2_72,87,0.5185433030128479
2_73,88,0.3554399609565735
2_74,75,0.38592255115509033
2_75,57,0.533922553062439
2_76,96,0.34222155809402466
2_77,93,0.4305347800254822
2_78,3,0.4219667613506317
2_79,90,0.32153594493865967
2_80,5,0.5282192230224609
2_81,24,0.4329379200935364
2_82,32,0.4732430875301361
2_83,48,0.5932081341743469
2_84,77,0.26231345534324646
2_85,39,0.5756005048751831
2_86,95,0.22954075038433075
2_87,39,0.3822556138038635
2_88,56,0.25643250346183777
2_89,46,0.3732147216796875
2_90,5,0.3449753224849701
2_91,32,0.6059023141860962
2_92,51,0.4263794720172882
2_93,59,0.25318336486816406
2_94,21,0.45920225977897644
2_95,58,0.34342673420906067
2_96,58,0.4567313492298126
2_97,22,0.5005654692649841
2_98,5,0.4266548156738281
2_99,59,0.4066573977470398
2_100,93,0.3238047659397125
2_101,86,0.28439345955848694
2_102,60,0.3424772322177887
2_103,77,0.27393263578414917
2_104,73,0.24854977428913116
2_105,40,0.33789491653442383
2_106,3,0.5134068131446838
2_107,31,0.276947945356369
2_108,63,0.2791692018508911
2_109,45,0.4084213972091675
2_110,81,0.5915130972862244
2_111,15,0.3460348844528198
2_112,4,0.484710156917572
2_113,15,0.43855029344558716
2_114,11,0.37413933873176575
2_115,73,0.28601181507110596
2_116,46,0.5581380128860474
2_117,88,0.4461349546909332
2_118,84,0.37700164318084717
2_119,63,0.287540078163147
2_120,30,0.277982234954834
2_121,93,0.3232237696647644
2_122,94,0.25761765241622925
2_123,33,0.43850618600845337
2_124,63,0.34823042154312134
2_125,21,0.42943671345710754
2_126,27,0.36604440212249756
3_0,18,0.508329451084137
3_1,85,0.41875144839286804
3_2,54,0.4721182584762573
3_3,74,0.30863866209983826
3_4,31,0.34823644161224365
3_5,21,0.49440935254096985
3_6,10,0.5202271342277527
3_7,35,0.26652973890304565
3_8,57,0.3694666028022766
3_9,88,0.4842127561569214
3_10,81,0.4550900459289551
3_11,83,0.3461301624774933
3_12,43,0.7242750525474548
3_13,39,0.47046536207199097
3_14,46,0.681360125541687
3_15,91,0.6037590503692627
3_16,49,0.219670370221138
3_17,98,0.6417657732963562
3_18,68,0.37358808517456055
3_19,13,0.5775070190429688
3_20,29,0.24804365634918213
3_21,43,0.40781205892562866
3_22,38,0.3635013699531555
3_23,74,0.4209834933280945
3_24,70,0.37450942397117615
3_25,7,0.5541166067123413
3_26,25,0.5298305749893188
3_27,0,0.6186524629592896
3_28,46,0.3716955780982971
3_29,90,0.44472724199295044
3_30,35,0.35611531138420105
3_31,44,0.2777263820171356
3_32,75,0.5719148516654968
3_33,27,0.3211721181869507
3_34,68,0.2521793246269226
3_35,50,0.5551878213882446
3_36,66,0.5668244957923889
3_37,28,0.40078306198120117
3_38,85,0.6511195302009583
3_39,61,0.3220060169696808
3_40,68,0.23857854306697845
3_41,92,0.4470497965812683
3_42,26,0.3798968493938446
3_43,41,0.3954218327999115
3_44,42,0.3690180778503418
3_45,46,0.3237171769142151
3_46,69,0.26260390877723694
3_47,51,0.4208936095237732
3_48,43,0.4280587136745453
3_49,3,0.45245006680488586
3_50,25,0.3372832238674164
3_51,21,0.4810502827167511
3_52,87,0.6388915777206421
3_53,67,0.3291885256767273
3_54,36,0.41947412490844727
3_55,74,0.348806768655777
3_56,40,0.8029522895812988
3_57,32,0.47038793563842773
3_58,41,0.5680201053619385
3_59,16,0.3147520124912262
3_60,69,0.26512855291366577
3_61,57,0.3768976330757141
3_62,30,0.38534384965896606
3_63,72,0.37910062074661255
3_64,99,0.20529614388942719
3_65,24,0.5534898638725281
3_66,50,0.4115171730518341
3_67,24,0.382271945476532
3_68,94,0.495578408241272
3_69,52,0.5240346193313599
3_70,22,0.5613104701042175
3_71,32,0.45898163318634033
3_72,99,0.42500609159469604
3_73,95,0.5994764566421509
3_74,80,0.4153803586959839
3_75,85,0.6137017607688904
3_76,67,0.41003042459487915
3_77,39,0.36906948685646057
3_78,82,0.3522649109363556
3_79,93,0.4435057044029236
3_80,9,0.4242750406265259
3_81,21,0.2917941212654114
3_82,36,0.41833603382110596
3_83,39,0.4584992229938507
3_84,64,0.26956096291542053
3_85,97,0.5338223576545715
3_86,3,0.41403549909591675
3_87,60,0.4313017725944519
3_88,6,0.4959186613559723
3_89,33,0.28730517625808716
3_90,56,0.5468663573265076
3_91,74,0.616348385810852
3_92,78,0.36440351605415344
3_93,70,0.192701518535614
3_94,22,0.6654859185218811
3_95,79,0.22718477249145508
3_96,35,0.6130527257919312
3_97,20,0.6326807141304016
3_98,10,0.45985692739486694
3_99,77,0.26144954562187195
3_100,19,0.38239261507987976
3_101,6,0.7096903324127197
3_102,73,0.27525386214256287
3_103,53,0.33524754643440247
3_104,28,0.45504674315452576
3_105,28,0.5548004508018494
3_106,52,0.46849241852760315
3_107,67,0.26799848675727844
3_108,35,0.37577024102211
3_109,6,0.6231199502944946
3_110,70,0.40840017795562744
3_111,93,0.2780425250530243
3_112,85,0.46032971143722534
3_113,4,0.45902708172798157
3_114,8,0.36805611848831177
3_115,89,0.712997317314148
3_116,61,0.364622563123703
3_117,35,0.3621251583099365
3_118,89,0.3647509813308716
3_119,94,0.4181826114654541
3_120,45,0.28394389152526855
3_121,30,0.13930997252464294
3_122,48,0.5549159646034241
3_123,73,0.27319931983947754
3_124,50,0.5351250171661377
3_125,89,0.42443448305130005
3_126,86,0.38036754727363586
4_0,75,0.42420631647109985
4_1,90,0.4419252574443817
4_2,66,0.44562825560569763
4_3,38,0.3648991584777832
4_4,0,0.49243488907814026
4_5,81,0.38794073462486267
4_6,80,0.32767006754875183
4_7,42,0.3143768310546875
4_8,97,0.35430505871772766
4_9,17,0.4201261103153229
4_10,67,0.4428974986076355
4_11,92,0.500851035118103
4_12,78,0.5902823209762573
4_13,57,0.6595764756202698
4_14,87,0.4855910539627075
4_15,88,0.27268317341804504
4_16,84,0.4532066881656647
4_17,61,0.6105118989944458
4_18,91,0.38367635011672974
4_19,67,0.2720026969909668
4_20,25,0.2536078095436096
4_21,64,0.4833401143550873
4_22,74,0.4732344150543213
4_23,10,0.17638270556926727
4_24,61,0.38164669275283813
4_25,31,0.31010621786117554
4_26,96,0.36155328154563904
4_27,73,0.30468320846557617
4_28,75,0.14174824953079224
4_29,92,0.3938974142074585
4_30,24,0.4053548574447632
4_31,83,0.4792484641075134
4_32,25,0.2834533751010895
4_33,37,0.4677196443080902
4_34,83,0.2733783423900604
4_35,18,0.3664744198322296
4_36,82,0.5291516780853271
4_37,30,0.1476420760154724
4_38,73,0.25939539074897766
4_39,4,0.4141404330730438
4_40,51,0.4937410354614258
4_41,9,0.47491493821144104
4_42,87,0.5103378295898438
4_43,93,0.341164231300354
4_44,9,0.3111853003501892
4_45,43,0.5081568360328674
4_46,88,0.3798539340496063
4_47,84,0.5140447020530701
4_48,28,0.26339903473854065
4_49,44,0.35971590876579285
4_50,76,0.23918704688549042
4_51,22,0.3801485300064087
4_52,83,0.48184722661972046
4_53,15,0.5582542419433594
4_54,62,0.2459486871957779
4_55,64,0.24124974012374878
4_56,19,0.3474942743778229
4_57,57,0.38981208205223083
4_58,70,0.2932799756526947
4_59,51,0.4501015543937683
4_60,41,0.2874091565608978
4_61,15,0.6512212753295898
4_62,42,0.6166398525238037
4_63,10,0.47526606917381287
4_64,17,0.3125229477882385
4_65,10,0.4692554175853729
4_66,56,0.298652321100235
4_67,38,0.310046911239624
4_68,75,0.32064804434776306
4_69,64,0.6263414621353149
4_70,87,0.7713544368743896
4_71,72,0.41136232018470764
4_72,21,0.5655293464660645
4_73,63,0.2973739504814148
4_74,17,0.2488810122013092
4_75,48,0.770247220993042
4_76,76,0.28939583897590637
4_77,31,0.37237367033958435
